21	601	3072	420	0
21	601	3104	420	0
21	601	3136	420	0
21	601	3168	420	0
21	601	3200	420	0
21	601	3232	420	0
21	601	3264	420	0
21	601	3296	420	0
21	601	3328	420	0
21	601	3360	420	0
21	601	3392	420	0
21	601	3424	420	0
21	601	3456	420	0
21	601	3488	420	0
21	601	3520	420	0
21	601	3552	420	0
21	601	3584	420	0
21	601	3616	420	0
21	601	3648	420	0
21	601	3680	420	0
21	601	3712	420	0
21	601	3744	420	0
21	601	3776	420	0
21	601	3808	420	0
21	601	3840	420	0
21	601	3872	420	0
21	601	3904	420	0
21	601	3936	420	0
21	601	3968	420	0
21	601	4000	420	0
21	601	4032	420	0
21	601	4064	420	0
21	601	3056	0	0
21	601	3056	32	0
21	601	3056	64	0
21	601	3056	96	0
21	601	3056	128	0
21	601	3056	160	0
21	601	3056	192	0
21	601	3056	224	0
21	601	3056	256	0
21	601	3056	288	0
21	601	3056	320	0
21	601	3056	352	0
21	601	3056	384	0
21	601	3056	416	0
21	601	3056	448	0
21	601	3056	480	0
21	601	3056	512	0
21	601	3056	544	0
21	601	3056	576	0
21	601	3056	608	0
21	601	3056	640	0
21	601	3056	672	0
21	601	3056	704	0
21	601	3056	736	0
21	601	3056	768	0
21	601	3056	800	0
21	601	3056	832	0
21	601	3056	864	0
21	601	3056	896	0
21	601	4080	0	0
21	601	4080	32	0
21	601	4080	64	0
21	601	4080	96	0
21	601	4080	128	0
21	601	4080	160	0
21	601	4080	192	0
21	601	4080	224	0
21	601	4080	256	0
21	601	4080	288	0
21	601	4080	320	0
21	601	4080	352	0
21	601	4080	384	0
21	601	4080	416	0
21	601	4080	448	0
21	601	4080	480	0
21	601	4080	512	0
21	601	4080	544	0
21	601	4080	576	0
21	601	4080	608	0
21	601	4080	640	0
21	601	4080	672	0
21	601	4080	704	0
21	601	4080	736	0
21	601	4080	768	0
21	601	4080	800	0
21	601	4080	832	0
21	601	4080	864	0
21	601	4080	896	0
21	601	3072	228	0
21	601	3104	228	0
21	601	3136	228	0
21	601	3168	228	0
21	601	3200	228	0
21	601	3232	228	0
21	601	3264	228	0
21	601	3296	228	0
21	601	3328	292	0
21	601	3360	292	0
21	601	3392	292	0
21	601	3420	292	0
21	601	3584	260	0
21	601	3616	260	0
21	601	3648	260	0
21	601	3680	260	0
21	601	3712	260	0
21	601	3744	260	0
21	601	3584	308	0
21	601	3616	308	0
21	601	3648	308	0
21	601	3680	308	0
21	601	3584	340	0
21	601	3616	340	0
21	601	3648	340	0
21	601	3680	340	0
21	601	3776	292	0
21	601	3808	292	0
21	601	3840	292	0
21	601	3872	292	0
21	601	3904	228	0
21	601	3936	228	0
21	601	3968	228	0
21	601	4000	228	0
21	601	4032	228	0
21	601	4064	228	0
21	601	4096	228	0
21	601	4128	228	0
21	601	4160	228	0
21	601	4192	228	0
21	601	3072	708	0
21	601	3104	708	0
21	601	3136	708	0
21	601	3168	708	0
21	601	3200	708	0
21	601	3232	708	0
21	601	3264	708	0
21	601	3296	708	0
21	601	3328	708	0
21	601	3360	708	0
21	601	3392	708	0
21	601	3424	708	0
21	601	3456	708	0
21	601	3488	708	0
21	601	3584	708	0
21	601	3616	708	0
21	601	3712	708	0
21	601	3744	708	0
21	601	3776	708	0
21	601	3808	708	0
21	601	3840	708	0
21	601	3872	708	0
21	601	3904	708	0
21	601	3936	708	0
21	601	3936	708	0
21	601	3952	708	0
21	601	3264	644	0
21	601	3296	644	0
21	601	4040	772	0
21	601	4066	772	0
21	601	3968	836	0
21	601	4000	836	0
23	601	3072	896	0
23	601	3104	896	0
23	601	3136	896	0
23	601	3168	896	0
23	601	3200	896	0
23	601	3232	896	0
23	601	3264	896	0
23	601	3296	896	0
23	601	3328	896	0
23	601	3360	896	0
23	601	3392	896	0
23	601	3424	896	0
23	601	3456	896	0
23	601	3488	896	0
23	601	3520	896	0
23	601	3552	896	0
23	601	3584	896	0
23	601	3616	896	0
23	601	3648	896	0
23	601	3680	896	0
23	601	3712	896	0
23	601	3744	896	0
23	601	3776	896	0
23	601	3808	896	0
23	601	3840	896	0
23	601	3872	896	0
23	601	3904	896	0
23	601	3936	896	0
23	601	3968	896	0
28	605	3072	832	0
28	605	3136	832	0
28	605	3200	832	0
28	605	3264	832	0
28	605	3328	832	0
28	605	3392	832	0
28	605	3456	832	0
28	605	3520	832	0
28	605	3584	832	0
28	605	3648	832	0
28	605	3712	832	0
28	605	3776	832	0
28	605	3840	832	0
28	605	3900	832	0
22	601	3396	291.95	1	1	0
22	601	3533	419.95	-1	-1	0
22	601	3844	291.95	1	1	0
22	601	3996	419.95	-1	-1	0
22	601	3140	419.95	1	1	0
22	601	3264	643.95	-1	-1	0
22	601	3778	419.95	1	1	0
22	601	3967	707.95	-1	-1	0
26	601	3200	448	1	1	0
26	601	3168	528	-1	-1	0
26	601	3838	448	1	1	0
26	601	3804	528	-1	-1	0
25	604	3584	352	1	100	8	1011	0
25	603	3584	384	1	100	4	1001	0
25	602	4000	706	1	100	4	1001	0
12	327	328	902	3500	180	1	100	0
12	327	328	902	3500	340	1	100	0
12	327	328	902	3900	180	1	100	0
12	327	328	902	3900	340	1	100	0
14	607	902	3120	352	1	100	7	400	1007	0
14	607	902	3248	160	1	100	4	1001	0
14	607	902	3376	128	1	100	7	700	1008	0
14	607	902	3504	288	1	100	7	100	1006	0
14	607	902	3632	128	1	100	4	1001	0
14	607	902	3760	352	1	100	7	400	1007	0
14	607	902	3888	96	1	100	1	1005	0
14	607	902	4016	160	1	100	4	1001	0
14	607	902	3120	584	1	100	4	1001	0
14	607	902	3248	584	1	100	7	400	1007	0
14	607	902	3376	584	1	100	4	1001	0
14	607	902	3504	584	1	100	7	400	1007	0
14	607	902	3632	584	1	100	4	1001	0
14	607	902	3760	584	1	100	7	400	1007	0
14	607	902	3888	584	1	100	4	1001	0
14	607	902	4016	584	1	100	7	700	1008	0
16	335	336	3120	900
17	329	330	331	332	333	334	902	3120	900	1	100	1
16	335	336	3248	900
17	329	330	331	332	333	334	902	3248	900	1	100	0
16	335	336	3376	900
17	329	330	331	332	333	334	902	3376	900	1	100	1
16	335	336	3504	900
17	329	330	331	332	333	334	902	3504	900	1	100	0
16	335	336	3632	900
17	329	330	331	332	333	334	902	3632	900	1	100	0
16	335	336	3760	900
17	329	330	331	332	333	334	902	3760	900	1	100	1
16	335	336	3888	900
17	329	330	331	332	333	334	902	3872	900	1	100	1
24	601	4064	200	0
0	200	201	202	203	4080	128	0	100	0
