1	1001	0	0	144	112	
1	1002	144	0	288	112
1	1003	288	0	432	112
1	1004	432	0	576	112
1	1005	0	112	144	224
1	1006	144	112	288	224
1	1007	288	112	432	224
1	1008	432	112	576	224
1	1009	0	224	144	336
1	1010	144	224	288	336
1	1011	288	224	432	336
1	1012	432	224	576	336
1	1013	0	336	144	448
1	1014	144	336	288	448
1	1015	288	336	432	448
1	1016	432	336	576	448
2	2001	0	0	64	30
2	2002	72	10	88	20
2	2003	104	8	120	22
2	2004	5	70	227	87
2	2005	5	95	6	96
3	10001	17	4	49	64
3	10002	87	2	111	64
3	10003	145	4	175	64
3	10004	215	2	239	64
3	10005	273	18	305	64
3	10006	337	2	369	64
3	10007	23	66	47	128
3	10008	81	66	111	128
3	10009	151	66	175	128
3	10010	209	70	241	128
3	10011	257	98	321	128
3	10012	321	68	369	128
3	10013	17	132	49	192
3	10014	81	132	125	192
3	10015	129	146	177	192
3	10016	209	146	241	192
3	10017	273	146	317	192
3	10018	321	130	369	192
3	10019	17	194	49	256
3	10020	81	194	125	256
3	10021	129	194	177	256
3	10022	209	194	241	256
3	10023	273	194	316	256
3	10024	337	196	369	256
3	10025	17	260	49	320
3	10026	81	260	113	320
3	10027	145	260	177	320
3	10028	271	256	308	320
4	20001	17	4	49	64
4	20002	83	2	107	64
4	20003	147	4	177	64
4	20004	211	2	235	64
4	20005	273	18	305	64
4	20006	337	2	369	64
4	20007	19	66	43	128
4	20008	81	66	111	128
4	20009	147	66	171	128
4	20010	209	70	241	128
4	20011	257	98	321	128
4	20012	337	68	384	128
4	20013	17	132	49	192
4	20014	69	132	113	192
4	20015	145	146	193	192
4	20016	209	146	241	192
4	20017	261	146	305	192
4	20018	337	130	384	192
4	20019	17	194	49	256
4	20020	69	194	113	256
4	20021	145	194	193	256
4	20022	209	194	241	256
4	20023	261	194	305	256
4	20024	337	196	369	256
4	20025	17	260	49	320
4	20026	81	260	113	320
4	20027	145	260	177	320
4	20028	209	256	242	320
5	610001	17	4	49	64
5	610002	87	2	111	64
5	610003	145	4	175	64
5	610004	215	2	239	64
5	610005	273	18	305	64
5	610006	337	2	369	64
5	610007	23	66	47	128
5	610008	81	66	111	128
5	610009	151	66	175	128
5	610010	209	70	241	128
5	610011	257	98	321	128
5	610012	321	68	369	128
5	610013	17	132	49	192
5	610014	81	132	125	192
5	610015	129	146	177	192
5	610016	209	146	241	192
5	610017	273	146	317	192
5	610018	321	130	369	192
5	610019	17	194	49	256
5	610020	81	194	125	256
5	610021	129	194	177	256
5	610022	209	194	241	256
5	610023	273	194	316	256
5	610024	337	196	369	256
5	610025	17	260	49	320
5	610026	81	260	113	320
5	610027	145	260	177	320
6	620001	17	4	49	64
6	620002	83	2	107	64
6	620003	147	4	177	64
6	620004	211	2	235	64
6	620005	273	18	305	64
6	620006	337	2	369	64
6	620007	19	66	43	128
6	620008	81	66	111	128
6	620009	147	66	171	128
6	620010	209	70	241	128
6	620011	257	98	321	128
6	620012	337	68	384	128
6	620013	17	132	49	192
6	620014	69	132	113	192
6	620015	145	146	193	192
6	620016	209	146	241	192
6	620017	261	146	305	192
6	620018	337	130	384	192
6	620019	17	194	49	256
6	620020	69	194	113	256
6	620021	145	194	193	256
6	620022	209	194	241	256
6	620023	261	194	305	256
6	620024	337	196	369	256
6	620025	17	260	49	320
6	620026	81	260	113	320
6	620027	145	260	177	320
6	620028	209	256	242	320
7	30001	0	0	16	96
7	30002	50	0	96	96
7	30003	98	0	144	96
8	40001	81	16	97	64
8	40002	337	10	369	48
8	40003	667	14	713	30
8	40004	81	80	97	128
8	40005	337	74	369	112
8	40006	667	82	713	94
8	40007	81	144	97	192
8	40008	337	144	353	192
8	40009	593	144	609	192
8	40010	81	208	97	256
8	40011	337	202	369	240
8	40012	593	202	625	240
8	40013	81	266	113	304
8	40014	337	266	369	304
8	40015	667	274	745	286
8	40016	155	338	233	350
8	40017	411	338	489	350
8	40018	667	338	745	350
9	41001	161	16	177	64
9	41002	401	10	433	48
9	41003	569	14	615	30
9	41004	161	80	177	128
9	41005	401	74	433	112
9	41006	569	82	615	94
9	41007	161	143	177	192
9	41008	417	144	433	193
9	41009	673	144	689	192
9	41010	161	208	177	256
9	41011	401	202	433	240
9	41012	657	202	689	240
9	41013	145	266	177	304
9	41014	401	266	433	304
9	41015	537	274	615	286
9	41016	25	338	103	350
9	41017	281	338	359	350
9	41018	537	338	615	350
10	50001	32	82	33	96
10	50002	145	0	177	64
10	50003	209	0	241	64
10	50004	89	12	105	44
10	50005	25	12	41	44
10	50006	273	18	305	46
10	50007	337	18	369	48
10	50008	17	82	49	112
10	50009	132	63	197	128
11	60001	21	5	41	42
11	60002	89	5	99	40
11	60003	151	5	167	40
11	60004	217	10	233	40
11	60005	273	16	305	42
11	60006	347	24	361	40
11	60007	25	82	39	110
12	70001	17	22	51	40
12	70002	77	13	107	42
12	70003	145	17	175	46
12	70004	211	14	243	46 
12	70005	275	16	305	48
12	70006	339	12	371	46
12	70007	20	77	47	110 
12	70008	77	78	111	112
12	70009	153	88	169	104
12	70010	213	86	237	106
12	70011	273	82	305	108 
12	70012	339	82	367	110 
12	70013	19	146	47	174
12	70014	83	144	111	174
12	70015	147	144	175	174
12	70016	211	144	239	174
12	70017	277	146	301	174
12	70018	339	144	367	176
12	70019	19	206	49	238
12	70020	83	206	113	238
12	70021	145	212	177	236
12	70022	209	212	241	236
13	80001	16	22	49	40
13	80002	87	14	117	42
13	80003	141	14	171	42
13	80004	205	22	235	50
13	80005	279	22	309	50
13	80006	339	20	367	46
13	80007	19	82	49	110
13	80008	81	82	111	110
13	80009	153	88	169	104
14	81001	15	22	51	40
14	81002	77	14	107	42
14	81003	151	14	181	42
14	81004	215	22	245	50
14	81005	269	22	299	50
14	81006	339	20	367	46
14	81007	17	82	47	110
14	81008	83	82	113	110
14	81009	153	88	169	104
15	90001	19	0	51	64
15	90002	83	0	115	64
15	90003	137	34	185	64
15	90004	195	32	255	64
15	90005	257	32	321	58
15	90006	325	32	381	64
15	90007	81	84	113	112
15	90008	145	86	177	106
15	90009	209	80	241	112
15	90010	273	86	305	106
15	90011	337	68	369	128
15	90012	19	128	47	192
15	90013	83	128	115	192
15	90014	281	282	295	294
16	91001	19	0	47	64
16	91002	79	0	111	64
16	91003	137	34	185	64
16	91004	195	32	255	64
16	91005	257	32	321	58
16	91006	325	32	381	64
16	91007	81	84	113	112
16	91008	145	86	177	106
16	91009	209	80	241	112
16	91010	273	86	305	106
16	91011	337	68	369	128
16	91012	19	128	47	192
16	91013	79	128	111	192
16	91014	283	282	297	294
17	91101	32	4	64	36
17	91102	96	0	192	46
17	91103	194	0	290	46
18	200	0	0	512	96
18	201	5	104	11	116
18	202	21	104	27	116
18	203	13	104	19	116
18	204	50	103	64	117
18	205	68	103	80	117
18	206	82	103	96	117
18	207	98	103	112	117
18	208	114	103	128	117
18	209	130	103	144	117
18	210	146	103	160	117
18	211	162	103	176	117
18	212	178	103	192	117
18	213	194	103	208	117
18	214	5	126	61	167
18	215	62	126	117	167
18	216	118	126	171	167
18	217	172	126	227	167
18	218	228	126	283	167
18	219	283	125	337	167
18	220	338	126	387	167
19	1017	0	0	512	448
20	1018	0	0	512	468
