21	601	1	420	0
21	601	1	420	0
21	601	33	420	0
21	601	65	420	0
21	601	97	420	0
21	601	129	420	0
21	601	161	420	0
21	601	193	420	0
21	601	225	420	0
21	601	257	420	0
21	601	289	420	0
21	601	321	420	0
21	601	353	420	0
21	601	385	420	0
21	601	417	420	0
21	601	449	420	0
21	601	481	420	0
21	601	513	420	0
21	601	545	420	0
21	601	577	420	0
21	601	609	420	0
21	601	641	420	0
21	601	673	420	0
21	601	705	420	0
21	601	737	420	0
21	601	769	420	0
21	601	801	420	0
21	601	833	420	0
21	601	865	420	0
21	601	897	420	0
21	601	929	420	0
21	601	961	420	0
21	601	993	420	0
21	601	1025	420	0
21	601	1057	420	0
21	601	1089	420	0
21	601	1121	420	0
21	601	1153	420	0
21	601	1185	420	0
21	601	1217	420	0
21	601	1249	420	0
21	601	1281	420	0
21	601	1313	420	0
21	601	1345	420	0
21	601	1377	420	0
21	601	1409	420	0
21	601	1441	420	0
21	601	1473	420	0
21	601	1505	420	0
21	601	1537	420	0
21	601	1569	420	0
21	601	1601	420	0
21	601	1633	420	0
21	601	1665	420	0
21	601	1697	420	0
21	601	1729	420	0
21	601	1761	420	0
21	601	1793	420	0
21	601	1825	420	0
21	601	1857	420	0
21	601	1889	420	0
21	601	1921	420	0
21	601	1953	420	0
21	601	1985	420	0
21	601	2017	420	0
21	601	2049	420	0
21	601	2081	420	0
21	601	2113	420	0
21	601	2145	420	0
21	601	2177	420	0
21	601	2209	420	0
21	601	2241	420	0
21	601	2273	420	0
21	601	2305	420	0
21	601	2337	420	0
21	601	2369	420	0
21	601	2401	420	0
21	601	2433	420	0
21	601	2465	420	0
21	601	2497	420	0
21	601	2529	420	0
21	601	2561	420	0
21	601	2593	420	0
21	601	2625	420	0
21	601	2657	420	0
21	601	2689	420	0
21	601	2721	420	0
21	601	2753	420	0
21	601	2785	420	0
21	601	2817	420	0
21	601	2849	420	0
21	601	2881	420	0
21	601	2913	420	0
21	601	2945	420	0
21	601	2977	420	0
21	601	3009	420	0
21	601	3041	420	0
21	601	3073	420	0
21	601	-32	1	0
21	601	-32	33	0
21	601	-32	65	0
21	601	-32	97	0
21	601	-32	129	0
21	601	-32	161	0
21	601	-32	193	0
21	601	-32	225	0
21	601	-32	257	0
21	601	-32	289	0
21	601	-32	321	0
21	601	-32	353	0
21	601	-32	385	0
21	601	-32	417	0
21	601	-32	449	0
21	601	3056	1	0
21	601	3056	33	0
21	601	3056	65	0
21	601	3056	97	0
21	601	3056	129	0
21	601	3056	161	0
21	601	3056	193	0
21	601	3056	225	0
21	601	3056	257	0
21	601	3056	289	0
21	601	3056	321	0
21	601	3056	353	0
21	601	3056	385	0
21	601	3056	417	0
21	601	3056	449	0
21	601	1376	292	0
21	601	1408	292	0
21	601	1440	292	0
21	601	1504	228	0
21	601	1536	228	0
21	601	1568	228	0
21	601	1600	228	0
21	601	1632	228	0
21	601	1664	228	0
21	601	1696	228	0
21	601	1728	228	0
21	601	1760	228	0
21	601	1792	228	0
21	601	1856	292	0
21	601	1888	292	0
21	601	1920	292	0
21	601	1952	292	0
21	601	1984	292	0
21	601	2016	292	0
21	601	2784	228	0
21	601	2816	228	0
21	601	2848	228	0
21	601	2880	228	0
21	601	2912	228	0
21	601	2944	228	0
21	601	2976	228	0
21	601	3008	228	0
21	601	3040	228	0
21	601	3072	228	0
21	601	3104	228	0
21	601	3136	228	0
21	601	3168	228	0
21	601	3200	228	0
21	601	3232	228	0
22	601	1233	419.95	1	-1	0
22	601	1388	291.95	-1	1	0
